date,market_hash_name,price,daily_volume,weapon_type,rarity,wear,is_stattrak,is_floor_price,days_to_next_major,days_since_last_major,is_major_active,days_since_cs2_announce,steam_ccu
2019-03-17,AK-47 | Elite Build (Minimal Wear),2.565,1163,AK-47,Mil-Spec,MW,0,0,159,14,0,-1466,15000000
2019-03-18,AK-47 | Elite Build (Minimal Wear),2.504,951,AK-47,Mil-Spec,MW,0,0,158,15,0,-1465,15000000
2019-03-19,AK-47 | Elite Build (Minimal Wear),2.548,911,AK-47,Mil-Spec,MW,0,0,157,16,0,-1464,15000000
2019-03-20,AK-47 | Elite Build (Minimal Wear),2.529,859,AK-47,Mil-Spec,MW,0,0,156,17,0,-1463,15000000
2019-03-21,AK-47 | Elite Build (Minimal Wear),2.549,820,AK-47,Mil-Spec,MW,0,0,155,18,0,-1462,15000000
2019-03-22,AK-47 | Elite Build (Minimal Wear),2.529,998,AK-47,Mil-Spec,MW,0,0,154,19,0,-1461,15000000
2019-03-23,AK-47 | Elite Build (Minimal Wear),2.522,1120,AK-47,Mil-Spec,MW,0,0,153,20,0,-1460,15000000
2019-03-24,AK-47 | Elite Build (Minimal Wear),2.489,1031,AK-47,Mil-Spec,MW,0,0,152,21,0,-1459,15000000
2019-03-25,AK-47 | Elite Build (Minimal Wear),2.382,1026,AK-47,Mil-Spec,MW,0,0,151,22,0,-1458,15000000
2019-03-26,AK-47 | Elite Build (Minimal Wear),2.43,768,AK-47,Mil-Spec,MW,0,0,150,23,0,-1457,15000000
2019-03-27,AK-47 | Elite Build (Minimal Wear),2.371,739,AK-47,Mil-Spec,MW,0,0,149,24,0,-1456,15000000
2019-03-28,AK-47 | Elite Build (Minimal Wear),2.333,795,AK-47,Mil-Spec,MW,0,0,148,25,0,-1455,15000000
2019-03-29,AK-47 | Elite Build (Minimal Wear),2.34,1006,AK-47,Mil-Spec,MW,0,0,147,26,0,-1454,15000000
2019-03-30,AK-47 | Elite Build (Minimal Wear),2.3429999999999995,948,AK-47,Mil-Spec,MW,0,0,146,27,0,-1453,15000000
2019-03-31,AK-47 | Elite Build (Minimal Wear),2.309,918,AK-47,Mil-Spec,MW,0,0,145,28,0,-1452,15000000
2019-04-01,AK-47 | Elite Build (Minimal Wear),2.298,720,AK-47,Mil-Spec,MW,0,0,144,29,0,-1451,14000000
2019-04-02,AK-47 | Elite Build (Minimal Wear),2.265,684,AK-47,Mil-Spec,MW,0,0,143,30,0,-1450,14000000
2019-04-03,AK-47 | Elite Build (Minimal Wear),2.297,678,AK-47,Mil-Spec,MW,0,0,142,31,0,-1449,14000000
2019-04-04,AK-47 | Elite Build (Minimal Wear),2.252,717,AK-47,Mil-Spec,MW,0,0,141,32,0,-1448,14000000
2019-04-05,AK-47 | Elite Build (Minimal Wear),2.211,795,AK-47,Mil-Spec,MW,0,0,140,33,0,-1447,14000000
2019-04-06,AK-47 | Elite Build (Minimal Wear),2.208,932,AK-47,Mil-Spec,MW,0,0,139,34,0,-1446,14000000
2019-04-07,AK-47 | Elite Build (Minimal Wear),2.2,843,AK-47,Mil-Spec,MW,0,0,138,35,0,-1445,14000000
2019-04-08,AK-47 | Elite Build (Minimal Wear),2.181,761,AK-47,Mil-Spec,MW,0,0,137,36,0,-1444,14000000
2019-04-09,AK-47 | Elite Build (Minimal Wear),2.164,877,AK-47,Mil-Spec,MW,0,0,136,37,0,-1443,14000000
2019-04-10,AK-47 | Elite Build (Minimal Wear),2.183,651,AK-47,Mil-Spec,MW,0,0,135,38,0,-1442,14000000
2019-04-11,AK-47 | Elite Build (Minimal Wear),2.185,689,AK-47,Mil-Spec,MW,0,0,134,39,0,-1441,14000000
2019-04-12,AK-47 | Elite Build (Minimal Wear),2.191,766,AK-47,Mil-Spec,MW,0,0,133,40,0,-1440,14000000
2019-04-13,AK-47 | Elite Build (Minimal Wear),2.161,843,AK-47,Mil-Spec,MW,0,0,132,41,0,-1439,14000000
2019-04-14,AK-47 | Elite Build (Minimal Wear),2.131,863,AK-47,Mil-Spec,MW,0,0,131,42,0,-1438,14000000
2019-04-15,AK-47 | Elite Build (Minimal Wear),2.109,734,AK-47,Mil-Spec,MW,0,0,130,43,0,-1437,14000000
2019-04-16,AK-47 | Elite Build (Minimal Wear),2.116,685,AK-47,Mil-Spec,MW,0,0,129,44,0,-1436,14000000
2019-04-17,AK-47 | Elite Build (Minimal Wear),2.072,735,AK-47,Mil-Spec,MW,0,0,128,45,0,-1435,14000000
2019-04-18,AK-47 | Elite Build (Minimal Wear),2.072,741,AK-47,Mil-Spec,MW,0,0,127,46,0,-1434,14000000
2019-04-19,AK-47 | Elite Build (Minimal Wear),2.088,879,AK-47,Mil-Spec,MW,0,0,126,47,0,-1433,14000000
2019-04-20,AK-47 | Elite Build (Minimal Wear),2.112,845,AK-47,Mil-Spec,MW,0,0,125,48,0,-1432,14000000
2019-04-21,AK-47 | Elite Build (Minimal Wear),2.08,788,AK-47,Mil-Spec,MW,0,0,124,49,0,-1431,14000000
2019-04-22,AK-47 | Elite Build (Minimal Wear),2.066,818,AK-47,Mil-Spec,MW,0,0,123,50,0,-1430,14000000
2019-04-23,AK-47 | Elite Build (Minimal Wear),2.098,776,AK-47,Mil-Spec,MW,0,0,122,51,0,-1429,14000000
2019-04-24,AK-47 | Elite Build (Minimal Wear),2.101,720,AK-47,Mil-Spec,MW,0,0,121,52,0,-1428,14000000
2019-04-25,AK-47 | Elite Build (Minimal Wear),2.09,618,AK-47,Mil-Spec,MW,0,0,120,53,0,-1427,14000000
2019-04-26,AK-47 | Elite Build (Minimal Wear),2.05,706,AK-47,Mil-Spec,MW,0,0,119,54,0,-1426,14000000
2019-04-27,AK-47 | Elite Build (Minimal Wear),2.059,838,AK-47,Mil-Spec,MW,0,0,118,55,0,-1425,14000000
2019-04-28,AK-47 | Elite Build (Minimal Wear),2.068,760,AK-47,Mil-Spec,MW,0,0,117,56,0,-1424,14000000
2019-04-29,AK-47 | Elite Build (Minimal Wear),2.061,640,AK-47,Mil-Spec,MW,0,0,116,57,0,-1423,14000000
2019-04-30,AK-47 | Elite Build (Minimal Wear),2.05,669,AK-47,Mil-Spec,MW,0,0,115,58,0,-1422,14000000
2019-05-01,AK-47 | Elite Build (Minimal Wear),2.034,728,AK-47,Mil-Spec,MW,0,0,114,59,0,-1421,13500000
2019-05-02,AK-47 | Elite Build (Minimal Wear),2.027,819,AK-47,Mil-Spec,MW,0,0,113,60,0,-1420,13500000
2019-05-03,AK-47 | Elite Build (Minimal Wear),1.987,695,AK-47,Mil-Spec,MW,0,0,112,61,0,-1419,13500000
2019-05-04,AK-47 | Elite Build (Minimal Wear),2.009,743,AK-47,Mil-Spec,MW,0,0,111,62,0,-1418,13500000
2019-05-05,AK-47 | Elite Build (Minimal Wear),2.027,718,AK-47,Mil-Spec,MW,0,0,110,63,0,-1417,13500000
2019-05-06,AK-47 | Elite Build (Minimal Wear),1.999,667,AK-47,Mil-Spec,MW,0,0,109,64,0,-1416,13500000
2019-05-07,AK-47 | Elite Build (Minimal Wear),1.98,624,AK-47,Mil-Spec,MW,0,0,108,65,0,-1415,13500000
2019-05-08,AK-47 | Elite Build (Minimal Wear),1.885,829,AK-47,Mil-Spec,MW,0,0,107,66,0,-1414,13500000
2019-05-09,AK-47 | Elite Build (Minimal Wear),1.911,633,AK-47,Mil-Spec,MW,0,0,106,67,0,-1413,13500000
2019-05-10,AK-47 | Elite Build (Minimal Wear),1.894,770,AK-47,Mil-Spec,MW,0,0,105,68,0,-1412,13500000
2019-05-11,AK-47 | Elite Build (Minimal Wear),1.935,800,AK-47,Mil-Spec,MW,0,0,104,69,0,-1411,13500000
2019-05-12,AK-47 | Elite Build (Minimal Wear),1.92,745,AK-47,Mil-Spec,MW,0,0,103,70,0,-1410,13500000
2019-05-13,AK-47 | Elite Build (Minimal Wear),1.929,660,AK-47,Mil-Spec,MW,0,0,102,71,0,-1409,13500000
2019-05-14,AK-47 | Elite Build (Minimal Wear),1.941,631,AK-47,Mil-Spec,MW,0,0,101,72,0,-1408,13500000
2019-05-15,AK-47 | Elite Build (Minimal Wear),1.956,694,AK-47,Mil-Spec,MW,0,0,100,73,0,-1407,13500000
2019-05-16,AK-47 | Elite Build (Minimal Wear),1.986,649,AK-47,Mil-Spec,MW,0,0,99,74,0,-1406,13500000
2019-05-17,AK-47 | Elite Build (Minimal Wear),2.015,735,AK-47,Mil-Spec,MW,0,0,98,75,0,-1405,13500000
2019-05-18,AK-47 | Elite Build (Minimal Wear),1.99,821,AK-47,Mil-Spec,MW,0,0,97,76,0,-1404,13500000
2019-05-19,AK-47 | Elite Build (Minimal Wear),1.998,728,AK-47,Mil-Spec,MW,0,0,96,77,0,-1403,13500000
2019-05-20,AK-47 | Elite Build (Minimal Wear),1.999,616,AK-47,Mil-Spec,MW,0,0,95,78,0,-1402,13500000
2019-05-21,AK-47 | Elite Build (Minimal Wear),2.049,654,AK-47,Mil-Spec,MW,0,0,94,79,0,-1401,13500000
2019-05-22,AK-47 | Elite Build (Minimal Wear),2.008,632,AK-47,Mil-Spec,MW,0,0,93,80,0,-1400,13500000
2019-05-23,AK-47 | Elite Build (Minimal Wear),2.043,629,AK-47,Mil-Spec,MW,0,0,92,81,0,-1399,13500000
2019-05-24,AK-47 | Elite Build (Minimal Wear),2.105,666,AK-47,Mil-Spec,MW,0,0,91,82,0,-1398,13500000
2019-05-25,AK-47 | Elite Build (Minimal Wear),2.078,788,AK-47,Mil-Spec,MW,0,0,90,83,0,-1397,13500000
2019-05-26,AK-47 | Elite Build (Minimal Wear),2.039,744,AK-47,Mil-Spec,MW,0,0,89,84,0,-1396,13500000
2019-05-27,AK-47 | Elite Build (Minimal Wear),2.058,649,AK-47,Mil-Spec,MW,0,0,88,85,0,-1395,13500000
2019-05-28,AK-47 | Elite Build (Minimal Wear),2.068,603,AK-47,Mil-Spec,MW,0,0,87,86,0,-1394,13500000
2019-05-29,AK-47 | Elite Build (Minimal Wear),2.09,627,AK-47,Mil-Spec,MW,0,0,86,87,0,-1393,13500000
2019-05-30,AK-47 | Elite Build (Minimal Wear),2.097,642,AK-47,Mil-Spec,MW,0,0,85,88,0,-1392,13500000
2019-05-31,AK-47 | Elite Build (Minimal Wear),2.089,681,AK-47,Mil-Spec,MW,0,0,84,89,0,-1391,13500000
2019-06-01,AK-47 | Elite Build (Minimal Wear),2.124,734,AK-47,Mil-Spec,MW,0,0,83,90,0,-1390,14200000
2019-06-02,AK-47 | Elite Build (Minimal Wear),2.171,763,AK-47,Mil-Spec,MW,0,0,82,91,0,-1389,14200000
2019-06-03,AK-47 | Elite Build (Minimal Wear),2.21,696,AK-47,Mil-Spec,MW,0,0,81,92,0,-1388,14200000
2019-06-04,AK-47 | Elite Build (Minimal Wear),2.216,619,AK-47,Mil-Spec,MW,0,0,80,93,0,-1387,14200000
2019-06-05,AK-47 | Elite Build (Minimal Wear),2.236,652,AK-47,Mil-Spec,MW,0,0,79,94,0,-1386,14200000
2019-06-06,AK-47 | Elite Build (Minimal Wear),2.221,630,AK-47,Mil-Spec,MW,0,0,78,95,0,-1385,14200000
2019-06-07,AK-47 | Elite Build (Minimal Wear),2.208,669,AK-47,Mil-Spec,MW,0,0,77,96,0,-1384,14200000
2019-06-08,AK-47 | Elite Build (Minimal Wear),2.172,742,AK-47,Mil-Spec,MW,0,0,76,97,0,-1383,14200000
2019-06-09,AK-47 | Elite Build (Minimal Wear),2.138,733,AK-47,Mil-Spec,MW,0,0,75,98,0,-1382,14200000
2019-06-10,AK-47 | Elite Build (Minimal Wear),2.111,696,AK-47,Mil-Spec,MW,0,0,74,99,0,-1381,14200000
2019-06-11,AK-47 | Elite Build (Minimal Wear),2.182,658,AK-47,Mil-Spec,MW,0,0,73,100,0,-1380,14200000
2019-06-12,AK-47 | Elite Build (Minimal Wear),2.097,679,AK-47,Mil-Spec,MW,0,0,72,101,0,-1379,14200000
2019-06-13,AK-47 | Elite Build (Minimal Wear),2.105,691,AK-47,Mil-Spec,MW,0,0,71,102,0,-1378,14200000
2019-06-14,AK-47 | Elite Build (Minimal Wear),2.116,654,AK-47,Mil-Spec,MW,0,0,70,103,0,-1377,14200000
2019-06-15,AK-47 | Elite Build (Minimal Wear),2.166,702,AK-47,Mil-Spec,MW,0,0,69,104,0,-1376,14200000
2019-06-16,AK-47 | Elite Build (Minimal Wear),2.122,677,AK-47,Mil-Spec,MW,0,0,68,105,0,-1375,14200000
2019-06-17,AK-47 | Elite Build (Minimal Wear),2.099,678,AK-47,Mil-Spec,MW,0,0,67,106,0,-1374,14200000
2019-06-18,AK-47 | Elite Build (Minimal Wear),2.107,653,AK-47,Mil-Spec,MW,0,0,66,107,0,-1373,14200000
2019-06-19,AK-47 | Elite Build (Minimal Wear),2.071,729,AK-47,Mil-Spec,MW,0,0,65,108,0,-1372,14200000
2019-06-20,AK-47 | Elite Build (Minimal Wear),2.032,688,AK-47,Mil-Spec,MW,0,0,64,109,0,-1371,14200000
2019-06-21,AK-47 | Elite Build (Minimal Wear),2.058,673,AK-47,Mil-Spec,MW,0,0,63,110,0,-1370,14200000
2019-06-22,AK-47 | Elite Build (Minimal Wear),2.099,761,AK-47,Mil-Spec,MW,0,0,62,111,0,-1369,14200000
2019-06-23,AK-47 | Elite Build (Minimal Wear),2.105,641,AK-47,Mil-Spec,MW,0,0,61,112,0,-1368,14200000
2019-06-24,AK-47 | Elite Build (Minimal Wear),2.131,665,AK-47,Mil-Spec,MW,0,0,60,113,0,-1367,14200000
2019-06-25,AK-47 | Elite Build (Minimal Wear),2.064,796,AK-47,Mil-Spec,MW,0,0,59,114,0,-1366,14200000
2019-06-26,AK-47 | Elite Build (Minimal Wear),1.886,1076,AK-47,Mil-Spec,MW,0,0,58,115,0,-1365,14200000
2019-06-27,AK-47 | Elite Build (Minimal Wear),1.88,904,AK-47,Mil-Spec,MW,0,0,57,116,0,-1364,14200000
2019-06-28,AK-47 | Elite Build (Minimal Wear),1.919,846,AK-47,Mil-Spec,MW,0,0,56,117,0,-1363,14200000
2019-06-29,AK-47 | Elite Build (Minimal Wear),1.92,789,AK-47,Mil-Spec,MW,0,0,55,118,0,-1362,14200000
2019-06-30,AK-47 | Elite Build (Minimal Wear),1.912,895,AK-47,Mil-Spec,MW,0,0,54,119,0,-1361,14200000
2019-07-01,AK-47 | Elite Build (Minimal Wear),1.898,802,AK-47,Mil-Spec,MW,0,0,53,120,0,-1360,14500000
2019-07-02,AK-47 | Elite Build (Minimal Wear),1.883,799,AK-47,Mil-Spec,MW,0,0,52,121,0,-1359,14500000
2019-07-03,AK-47 | Elite Build (Minimal Wear),1.926,753,AK-47,Mil-Spec,MW,0,0,51,122,0,-1358,14500000
2019-07-04,AK-47 | Elite Build (Minimal Wear),1.982,752,AK-47,Mil-Spec,MW,0,0,50,123,0,-1357,14500000
2019-07-05,AK-47 | Elite Build (Minimal Wear),1.978,729,AK-47,Mil-Spec,MW,0,0,49,124,0,-1356,14500000
2019-07-06,AK-47 | Elite Build (Minimal Wear),1.974,757,AK-47,Mil-Spec,MW,0,0,48,125,0,-1355,14500000
2019-07-07,AK-47 | Elite Build (Minimal Wear),1.971,749,AK-47,Mil-Spec,MW,0,0,47,126,0,-1354,14500000
2019-07-08,AK-47 | Elite Build (Minimal Wear),1.994,808,AK-47,Mil-Spec,MW,0,0,46,127,0,-1353,14500000
2019-07-09,AK-47 | Elite Build (Minimal Wear),2.016,731,AK-47,Mil-Spec,MW,0,0,45,128,0,-1352,14500000
2019-07-10,AK-47 | Elite Build (Minimal Wear),2.116,681,AK-47,Mil-Spec,MW,0,0,44,129,0,-1351,14500000
2019-07-11,AK-47 | Elite Build (Minimal Wear),2.13,694,AK-47,Mil-Spec,MW,0,0,43,130,0,-1350,14500000
2019-07-12,AK-47 | Elite Build (Minimal Wear),2.128,753,AK-47,Mil-Spec,MW,0,0,42,131,0,-1349,14500000
2019-07-13,AK-47 | Elite Build (Minimal Wear),2.142,745,AK-47,Mil-Spec,MW,0,0,41,132,0,-1348,14500000
2019-07-14,AK-47 | Elite Build (Minimal Wear),2.147,673,AK-47,Mil-Spec,MW,0,0,40,133,0,-1347,14500000
2019-07-15,AK-47 | Elite Build (Minimal Wear),2.168,681,AK-47,Mil-Spec,MW,0,0,39,134,0,-1346,14500000
2019-07-16,AK-47 | Elite Build (Minimal Wear),2.183,779,AK-47,Mil-Spec,MW,0,0,38,135,0,-1345,14500000
2019-07-17,AK-47 | Elite Build (Minimal Wear),2.186,715,AK-47,Mil-Spec,MW,0,0,37,136,0,-1344,14500000
2019-07-18,AK-47 | Elite Build (Minimal Wear),2.202,665,AK-47,Mil-Spec,MW,0,0,36,137,0,-1343,14500000
2019-07-19,AK-47 | Elite Build (Minimal Wear),2.212,717,AK-47,Mil-Spec,MW,0,0,35,138,0,-1342,14500000
2019-07-20,AK-47 | Elite Build (Minimal Wear),2.224,632,AK-47,Mil-Spec,MW,0,0,34,139,0,-1341,14500000
2019-07-21,AK-47 | Elite Build (Minimal Wear),2.213,662,AK-47,Mil-Spec,MW,0,0,33,140,0,-1340,14500000
2019-07-22,AK-47 | Elite Build (Minimal Wear),2.205,695,AK-47,Mil-Spec,MW,0,0,32,141,0,-1339,14500000
2019-07-23,AK-47 | Elite Build (Minimal Wear),2.221,683,AK-47,Mil-Spec,MW,0,0,31,142,0,-1338,14500000
2019-07-24,AK-47 | Elite Build (Minimal Wear),2.212,684,AK-47,Mil-Spec,MW,0,0,30,143,0,-1337,14500000
